name,department,,,,,,,,,,,,,,,,,,
青霉病,传染科 内科,,,,,,,,,,,,,,,,,,
阴虱病,传染科 皮肤科,,,,,,,,,,,,,,,,,,
水痘,传染科 皮肤科,,,,,,,,,,,,,,,,,,
单纯疱疹,传染科 皮肤科,,,,,,,,,,,,,,,,,,
EB病毒感染,传染科 皮肤科,,,,,,,,,,,,,,,,,,
风疹,传染科 皮肤科,,,,,,,,,,,,,,,,,,
天花,传染科 皮肤科,,,,,,,,,,,,,,,,,,
麻风病,传染科 皮肤科,,,,,,,,,,,,,,,,,,
孢子丝菌病,传染科 皮肤科,,,,,,,,,,,,,,,,,,
羊痘,传染科 皮肤科,,,,,,,,,,,,,,,,,,
传染性红斑,传染科 皮肤科,,,,,,,,,,,,,,,,,,
阴茎结核疹,传染科 皮肤科,,,,,,,,,,,,,,,,,,
地方性斑疹伤寒,传染科 皮肤科,,,,,,,,,,,,,,,,,,
足菌肿,传染科 皮肤科,,,,,,,,,,,,,,,,,,
雅司病,传染科 皮肤科,,,,,,,,,,,,,,,,,,
森林脑炎,传染科 神经内科,,,,,,,,,,,,,,,,,,
脑型肺吸虫病,传染科 神经内科,,,,,,,,,,,,,,,,,,
流行性出血热,传染科 肾内科,,,,,,,,,,,,,,,,,,
蛲虫病,传染科 消化内科,,,,,,,,,,,,,,,,,,
细菌性痢疾,传染科 消化内科,,,,,,,,,,,,,,,,,,
念珠菌病,传染科 消化内科,,,,,,,,,,,,,,,,,,
肠结核,传染科 消化内科,,,,,,,,,,,,,,,,,,
阿米巴痢疾,传染科 消化内科,,,,,,,,,,,,,,,,,,
绦虫病,传染科 消化内科,,,,,,,,,,,,,,,,,,
猫抓病,传染科 消化内科,,,,,,,,,,,,,,,,,,
阿米巴肠病,传染科 消化内科,,,,,,,,,,,,,,,,,,
肠系膜淋巴结结核,传染科 消化内科,,,,,,,,,,,,,,,,,,
寄生虫病,传染科 消化内科,,,,,,,,,,,,,,,,,,
副伤寒,传染科 消化内科,,,,,,,,,,,,,,,,,,
肠梨形鞭毛虫病,传染科 消化内科,,,,,,,,,,,,,,,,,,
艾滋病,传染科 性病科,,,,,,,,,,,,,,,,,,
淋球菌感染,传染科 性病科,,,,,,,,,,,,,,,,,,
非性病性梅毒,传染科 性病科,,,,,,,,,,,,,,,,,,
泌尿生殖系支原体感染,传染科 性病科,,,,,,,,,,,,,,,,,,
放线菌病,传染科 中医科,,,,,,,,,,,,,,,,,,
鼠咬伤,传染科 中医科,,,,,,,,,,,,,,,,,,
巴尔通体病,传染科 中医科,,,,,,,,,,,,,,,,,,
假单胞菌感染,传染科 中医科,,,,,,,,,,,,,,,,,,
类鼻疽,传染科 中医科,,,,,,,,,,,,,,,,,,
非霍乱弧菌感染,传染科 中医科,,,,,,,,,,,,,,,,,,
战壕热,传染科 中医科,,,,,,,,,,,,,,,,,,
新生儿缺氧缺血性脑病,儿科,,,,,,,,,,,,,,,,,,
尿床,儿科,,,,,,,,,,,,,,,,,,
婴幼儿阴道炎,儿科,,,,,,,,,,,,,,,,,,
缺血缺氧性脑病,儿科,,,,,,,,,,,,,,,,,,
新生儿溶血病,儿科,,,,,,,,,,,,,,,,,,
新生儿呕吐,儿科,,,,,,,,,,,,,,,,,,
新生儿呼吸窘迫综合征,儿科,,,,,,,,,,,,,,,,,,
溶血,儿科,,,,,,,,,,,,,,,,,,
生长痛,儿科,,,,,,,,,,,,,,,,,,
新生儿发热,儿科,,,,,,,,,,,,,,,,,,
小儿先天性巨结肠,儿科,,,,,,,,,,,,,,,,,,
小肠吸收不良综合征,儿科,,,,,,,,,,,,,,,,,,
婴幼儿外阴炎,儿科,,,,,,,,,,,,,,,,,,
新生儿湿肺,儿科,,,,,,,,,,,,,,,,,,
新生儿巨细胞病毒感染,儿科,,,,,,,,,,,,,,,,,,
乳汁吸入性肺炎,儿科,,,,,,,,,,,,,,,,,,
小儿隐睾症,儿科,,,,,,,,,,,,,,,,,,
新生儿低钙血症,儿科,,,,,,,,,,,,,,,,,,
情感性交叉擦腿症,儿科,,,,,,,,,,,,,,,,,,
小儿急性胰腺炎,儿科,,,,,,,,,,,,,,,,,,
新生儿呼吸暂停,儿科,,,,,,,,,,,,,,,,,,
新生儿低体温,儿科,,,,,,,,,,,,,,,,,,
新生儿单纯疱疹病毒感染,儿科,,,,,,,,,,,,,,,,,,
小儿苯丙酮尿症,儿科,,,,,,,,,,,,,,,,,,
小儿甲状腺癌,儿科,,,,,,,,,,,,,,,,,,
小儿颅内出血,儿科,,,,,,,,,,,,,,,,,,
氨基酸代谢病,儿科,,,,,,,,,,,,,,,,,,
幼年型粒-单核细胞白血病,儿科,,,,,,,,,,,,,,,,,,
常染色体显性遗传病,儿科,,,,,,,,,,,,,,,,,,
羊水与胎粪吸入综合征,儿科,,,,,,,,,,,,,,,,,,
新生儿青紫,儿科,,,,,,,,,,,,,,,,,,
新生儿水肿,儿科,,,,,,,,,,,,,,,,,,
小儿急性非淋巴细胞性白血病,儿科,,,,,,,,,,,,,,,,,,
常染色体隐性遗传病,儿科,,,,,,,,,,,,,,,,,,
小儿非霍奇金淋巴瘤,儿科,,,,,,,,,,,,,,,,,,
新生儿低血糖症与高血糖症,儿科,,,,,,,,,,,,,,,,,,
小儿假肥大型肌营养不良,儿科,,,,,,,,,,,,,,,,,,
幼年型慢性粒细胞白血病,儿科,,,,,,,,,,,,,,,,,,
新生儿晚期代谢性酸中毒,儿科,,,,,,,,,,,,,,,,,,
新生儿先天性弓形体感染,儿科,,,,,,,,,,,,,,,,,,
小儿猫叫综合征,儿科,,,,,,,,,,,,,,,,,,
产瘤,儿科,,,,,,,,,,,,,,,,,,
联合免疫缺陷病,儿科,,,,,,,,,,,,,,,,,,
重症联合免疫缺陷,儿科,,,,,,,,,,,,,,,,,,
小儿红白血病,儿科,,,,,,,,,,,,,,,,,,
新生儿皮下坏疽,儿科,,,,,,,,,,,,,,,,,,
小儿小颌畸形综合征,儿科,,,,,,,,,,,,,,,,,,
涎腺病毒病,儿科,,,,,,,,,,,,,,,,,,
脐部脐肠系膜管息肉,儿科,,,,,,,,,,,,,,,,,,
小儿伯-韦综合征,儿科,,,,,,,,,,,,,,,,,,
小儿爱德华兹综合征,儿科,,,,,,,,,,,,,,,,,,
伴性遗传病,儿科,,,,,,,,,,,,,,,,,,
孟德尔遗传病,儿科,,,,,,,,,,,,,,,,,,
小儿面部偏侧肥大综合征,儿科,,,,,,,,,,,,,,,,,,
遗传性凝血因子缺乏症,儿科,,,,,,,,,,,,,,,,,,
颅脑先天畸形,儿科,,,,,,,,,,,,,,,,,,
新生儿柯萨奇病毒B感染,儿科,,,,,,,,,,,,,,,,,,
小儿槭糖尿病,儿科,,,,,,,,,,,,,,,,,,
小儿霍奇金病,儿科,,,,,,,,,,,,,,,,,,
婴幼儿上颌骨骨髓炎,儿科,,,,,,,,,,,,,,,,,,
先天性感觉性神经病,儿科,,,,,,,,,,,,,,,,,,
小儿致心律失常性右室心肌病,儿科,,,,,,,,,,,,,,,,,,
第五日综合征,儿科,,,,,,,,,,,,,,,,,,
小儿多器官功能障碍综合征,儿科,,,,,,,,,,,,,,,,,,
小儿胱氨酸病,儿科,,,,,,,,,,,,,,,,,,
小儿黑酸尿综合征,儿科,,,,,,,,,,,,,,,,,,
小儿面肩肱型肌营养不良,儿科,,,,,,,,,,,,,,,,,,
小儿干扰素-γ受体缺陷病,儿科,,,,,,,,,,,,,,,,,,
小儿黏多糖贮积症,儿科,,,,,,,,,,,,,,,,,,
小儿糖原贮积病Ⅰ型,儿科,,,,,,,,,,,,,,,,,,
髓过氧化物酶缺乏症,儿科,,,,,,,,,,,,,,,,,,
小儿发育性角回综合征,儿科,,,,,,,,,,,,,,,,,,
隐睾症,儿科,,,,,,,,,,,,,,,,,,
小儿弱智,儿科,,,,,,,,,,,,,,,,,,
婴儿便秘,儿科,,,,,,,,,,,,,,,,,,
小儿盗汗,儿科,,,,,,,,,,,,,,,,,,
母乳性腹泻,儿科,,,,,,,,,,,,,,,,,,
儿童血铅超标,儿科,,,,,,,,,,,,,,,,,,
 手足口病,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 奶癣,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 朗格汉斯细胞...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 迪格奥尔格综合征,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 尿布疹,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 多种抽动综合征,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 微量元素障碍,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 槭糖尿病,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 缺血缺氧性脑病,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 母儿血型不合溶血病,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 胎粪性便秘,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 同型胱氨酸尿症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 弱智,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 多巴反应性肌...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 过期产儿,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 胎粪吸入综合征,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 脑性瘫痪综合征,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 儿童急性良性肌炎,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 儿童期情绪障碍,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 儿童孤独症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 儿童抽动障碍,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 儿童焦虑症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 肠梨形鞭毛虫病,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 丑胎,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 抽动症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 巨大儿,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 儿童社交恐惧症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 儿童学习能力障碍,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 儿童睡眠障碍,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 暴痢,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 鳄皮婴儿综合征,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 儿童分离性焦虑障碍,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 儿童恐惧症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 重症联合免疫缺陷,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 早期婴儿型癫...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 幼年性黄色肉芽肿,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 幼年型皮肌炎,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 组织细胞增殖症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 婴儿黑矇性痴呆,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿维生素B...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 婴儿型黑矇性痴呆,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 新生儿寒冷损...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 新生儿低钠血症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿阻塞性睡...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿侏儒-视...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿脂肪吸收不良,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿远端肾小...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿硬皮病,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿遗传性大...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿遗传性椭...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿营养不良性消瘦,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿药物变态反应,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿隐睾症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿血管角质...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿眼-耳-...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 早产儿视网膜病变,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿先天性肾...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿先天性肌...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿下腔静脉...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿糖尿病肾病,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿特发性尿...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿渗出性多...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿神经源性膀胱,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿色素失调症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿尿石症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿脑震荡,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿色素荨麻疹,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿脑膜炎球...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿脑白质海...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿军团病肾病,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿进行性骨...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿结节性硬化症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿家族性嗅...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿加压素分...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿慢性淋巴...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿黄疸肝脏...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿后颅窝型...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿关节过度...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿肺栓塞,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿肺泡性蛋...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿肺动脉高压,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿分离性焦虑症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿多源性房...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿多器官功...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿蛋白质-...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿低氯性氮...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿出血性疾病,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿病毒感染性口炎,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿Alst...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 先天性肌缺如,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿先天性卵...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 先天性风疹综合征,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿精神发育迟缓,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 新生儿巨细胞...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 新生儿喉喘鸣,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 新生儿单纯疱...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿异染性脑...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿血管瘤,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿言语和语言障碍,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿先天性肾...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿史-约综合征,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿肾上腺皮...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿醛固酮过多症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿女性性早熟,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿脑水肿与...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 足月小样儿,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿颅内出血,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿脊髓性肌萎缩,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿腹胀,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 言语和语言发育障碍,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 新生儿脓疱病,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿原发性膀...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿遗尿,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿选择性免...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿胃结块症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿神经性厌食,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿维生素D...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿皮肤黏膜...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿肌阵挛性癫痫,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿家族性复...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿溃疡性结肠炎,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿结膜吸吮线虫病,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿甲状腺功...,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿红白血病,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿肾病综合征,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 小儿贲门失弛缓症,儿科  儿科综合,,,,,,,,,,,,,,,,,,
 尼曼－匹克氏病,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 母乳性黄疸,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 吞气症,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 乳汁吸入性肺炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 大量羊水吸入,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 维生素D缺乏...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 维生素B1缺乏病,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 苯丙酮尿症,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 百日咳,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 脐膨出-巨舌...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 多动症,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 川崎病,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 尼曼-皮克病,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 儿童精神分裂症,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 儿童遗尿症,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 儿童口吃,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 母乳性腹泻,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 氨基酸代谢病,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 新生儿乙型肝炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 婴儿肉毒中毒综合征,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 新生儿持续性...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 新生儿咽下综合征,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 新生儿迁延性...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿支气管扩张,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿阵发性室...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿锌缺乏症,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 早产儿,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿心内膜弹...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿心力衰竭,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿先天性甲...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿细菌感染性口炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿维生素E缺乏病,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿特发性室...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿糖尿病,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿室间隔完...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿全远端型...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿黏多糖贮积症,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿尼曼-皮克病,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿慢性支气管炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿假性粒细...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿假膜性肠炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿急性髓样白血病,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿急性呼吸衰竭,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿呼吸道合...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿过敏症,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿骨髓增生...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿低钠血症,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿碘缺乏病,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿癫痫发作...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿喘息样支气管炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿播散性血...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿巴特综合征,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 新生儿化脓性脑膜炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 新生儿水肿,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿急性肾小球肾炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 新生儿肝脾肿大,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿阵发性室...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿特发性血...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿溶血性贫血,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿烟雾病,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿轮状病毒性肠炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿急性小脑...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿急性非淋...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿低血糖,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿急性呼吸...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 新生儿低镁血症,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿慢性肾小球肾炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 婴幼儿胃食管反流,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿热带巨脾综合征,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿惊厥,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿便秘,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿继发性血...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿继发性免...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿急性喉气...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 新生儿消化不良,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿心肌炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿毛细支气管炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 幼年型类风湿...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 婴儿痉挛症,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿急性血行...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿干燥综合征,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿癫痫,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿胃肠炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿急性胃炎,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿腹泻病,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 小儿急性上呼...,儿科  小儿内科,,,,,,,,,,,,,,,,,,
 脐膨出-巨舌...,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 桡骨头半脱位,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 脐膨出,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 儿童股骨头坏死,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 儿童遗粪症,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 胆总管囊肿,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 腹裂,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 新生儿臂丛神经麻痹,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 幼年息肉,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 新生儿泌尿系统感染,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 新生儿先天性...,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿椎管内肿瘤,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿原发性脑干损伤,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿药物性肾损害,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿先天性直...,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿下丘脑错构瘤,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿神经管畸形,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿脾外伤,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿脑血管畸形,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿脑积水,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿尖头并指...,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿脊髓损伤,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿急性化脓...,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿急性化脓...,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿房间隔缺损,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿发育性髋脱位,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 新生儿脓疱疮,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿烧伤,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 先天性胸腺发育不全,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 新生儿尿布皮炎,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿指甲-髌...,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿输尿管脱垂,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿尿路梗阻,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿两性畸形,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿蛔虫性肠梗阻,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿动脉导管未闭,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿睾丸扭转,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 新生儿皮下坏疽,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 小儿先天性胆...,儿科  小儿外科,,,,,,,,,,,,,,,,,,
 婴幼儿脐疝,儿科  小儿外科,,,,,,,,,,,,,,,,,,
